Document Count,Query,Query Duration Micros
0,ebook the frankenstein,30
50,i i,80
100,the i,205
150,an,74
200,i i i with i,328
250,you you as or,158
300,had their had,246
350,the to to some to,667
400,spent north north,38
450,i and the the and,684
500,to to to to she,708
550,the the the,987
600,the,1041
650,before am before,167
700,near went death death near,61
750,be which which,336
800,this more more no this,498
850,i,1140
